appid,required_age,is_free,price,developers,categories,release_date,genres,name,Historico,review_score,review_score_desc,total_reviews,categories_numerico,genres_numerico
2195250,0,False,0,EA Canada,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Adjustable Difficulty', 'Keyboard Only Option', 'Stereo Sound', 'Remote Play Together', 'HDR available')",2023-09-28 00:00:00,"('Simulation', 'Sports')",EA SPORTS FC™ 24,107359,5,Mixed,31990,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 1, 25, 26, 4, 29, 30, 10, 54, 33)","(12, 14)"
239550,0,False,5500,SkyBox Labs,"('Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing')",2013-11-07 00:00:00,"('Strategy',)",Age of Empires II (2013),27927,6,Mostly Positive,470,"(22, 0, 61, 2, 3, 32, 13, 59, 34, 36)","(2,)"
3101040,0,False,15500,Acacia,"('Single-player', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Touch Only Option', 'Remote Play on Tablet', 'Family Sharing')",2025-07-18 00:00:00,"('Adventure', 'Indie', 'Simulation')",魔法少女ノ魔女裁判,8653,8,Very Positive,162,"(22, 8, 60, 9, 64, 15, 36)","(3, 7, 12)"
2808930,0,True,0,Pochemu LTD,"('Single-player', 'Multi-player', 'PvP', 'Steam Achievements', 'In-App Purchases')",2024-02-21 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play')",Lust Goddess,5885,0,2 user reviews,2,"(22, 0, 20, 25, 4)","(0, 3, 4, 5, 2, 1)"
2427700,0,False,8300,PlayWithFurcifer,"('Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2025-06-13 00:00:00,"('Strategy',)",Backpack Battles,36557,8,Very Positive,4820,"(0, 20, 21, 25, 26, 2, 32, 36)","(2,)"
1962700,0,False,0,Unknown Worlds Entertainment,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2026-01-01 00:00:00,"('Action', 'Adventure', 'Early Access')",Subnautica,51156,0,No user reviews,0,"(22, 0, 18, 24, 1, 26, 32, 36)","(0, 3, 15)"
588650,0,False,9999,Motion Twin,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2018-08-06 00:00:00,"('Action', 'Adventure', 'Indie')",Dead Cells,14910,9,Overwhelmingly Positive,42450,"(22, 25, 26, 2, 3, 32, 14, 15, 16, 36)","(0, 3, 7)"
1173510,0,False,4400,Xiexe,"('Steam Achievements', 'Tracked Controller Support', 'VR Only')",2020-03-03 00:00:00,"('Utilities', 'Early Access')",XSOverlay,3224,8,Very Positive,1093,"(25, 50, 65)","(11, 15)"
2113850,0,False,3000,Mooncube Games,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing')",2024-04-08 00:00:00,"('Casual', 'Indie', 'Simulation')",Spirit City: Lofi Sessions,4212,9,Overwhelmingly Positive,7616,"(22, 25, 2, 32, 13, 36)","(6, 7, 12)"
412220,0,True,0,DDNet Team,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Includes level editor')",2020-08-17 00:00:00,"('Action', 'Indie', 'Free To Play')",DDNet,10726,0,No user reviews,0,"(22, 0, 18, 24, 53, 1, 34)","(0, 7, 1)"
1217060,0,False,9899,Duoyi Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2021-11-17 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG')",Gunfire Reborn,35263,9,Overwhelmingly Positive,35645,"(22, 0, 18, 24, 25, 26, 2, 32, 14, 15, 36)","(0, 3, 7, 5)"
3917090,0,False,13560,Supernova Games Studios,"('Single-player', 'Full controller support', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'HDR available', 'Family Sharing')",2025-11-13 00:00:00,"('Racing', 'Early Access')",Assetto Corsa Rally,8398,8,Very Positive,1616,"(22, 26, 8, 30, 9, 10, 11, 33, 36)","(13, 15)"
1517290,17,False,46900,DICE,"('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Color Alternatives', 'Custom Volume Controls', 'Stereo Sound', 'Surround Sound', 'HDR available')",2021-11-19 00:00:00,"('Action', 'Adventure', 'Casual')",Battlefield™ 2042,107376,5,Mixed,105913,"(0, 20, 21, 18, 24, 25, 26, 2, 4, 7, 8, 10, 11, 33)","(0, 3, 6)"
632810,0,True,0,Leppsoft,"('Game demo',)",2017-10-03 00:00:00,"('Audio Production', 'Utilities')",Soundpad Demo,8651,0,No user reviews,0,"(66,)","(19, 11)"
627690,0,True,0,Codename Entertainment Inc.,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet')",2020-03-25 00:00:00,"('Action', 'Adventure', 'Indie', 'Strategy', 'Free To Play')",Idle Champions of the Forgotten Realms,18578,7,Positive,24,"(22, 25, 2, 4, 15)","(0, 3, 7, 2, 1)"
2878420,0,False,3450,Alcedo Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Family Sharing')",2024-10-03 00:00:00,"('Simulation',)",Old Market Simulator,4538,8,Very Positive,633,"(22, 0, 18, 24, 25, 26, 36)","(12,)"
392160,0,False,23800,Egosoft,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2018-11-30 00:00:00,"('Action', 'Simulation', 'Strategy')",X4: Foundations,15198,6,Mostly Positive,11851,"(22, 25, 26, 2, 3, 5, 6, 7, 8, 9, 49, 10, 32, 36)","(0, 12, 2)"
392160,0,False,23800,Egosoft,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2018-11-30 00:00:00,"('Action', 'Simulation', 'Strategy')",Foundation,18448,6,Mostly Positive,11851,"(22, 25, 26, 2, 3, 5, 6, 7, 8, 9, 49, 10, 32, 36)","(0, 12, 2)"
824270,0,False,4400,KovaaK Games,"('Single-player', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing')",2018-04-03 00:00:00,"('Action', 'Indie', 'Simulation')",KovaaK's,3215,8,Very Positive,20999,"(22, 25, 3, 13, 59, 34, 36)","(0, 7, 12)"
1286830,0,True,0,Broadsword,"('Multi-player', 'MMO', 'PvP', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases')",2020-07-21 00:00:00,"('Massively Multiplayer', 'RPG', 'Free To Play')",STAR WARS™: The Old Republic™,34210,8,Very Positive,354,"(0, 23, 20, 18, 25, 2, 4)","(4, 5, 1)"
1449690,18,False,23800,Skybound Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing')",2020-10-29 00:00:00,"('Adventure',)",The Walking Dead: The Telltale Definitive Series,7820,9,Overwhelmingly Positive,10439,"(22, 25, 26, 36)","(3,)"
1328670,17,False,43900,BioWare,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Remote Play on TV')",2021-05-14 00:00:00,"('Action', 'RPG')",Mass Effect™ Legendary Edition,59817,8,Very Positive,37672,"(22, 25, 26, 2, 29, 10, 11, 16)","(0, 5)"
2508780,0,False,24000,Marvelous Inc.,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2025-08-27 00:00:00,"('Casual', 'Simulation')",STORY OF SEASONS: Grand Bazaar,12898,9,Overwhelmingly Positive,767,"(22, 25, 2, 35, 32, 36)","(6, 12)"
3167550,0,False,2700,CaveLiquid,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-02-17 00:00:00,"('Casual', 'Indie', 'Simulation')",Tiny Pasture,19732,8,Very Positive,896,"(22, 25, 32, 36)","(6, 7, 12)"
881100,0,False,7700,Nolla Games,"('Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2020-10-15 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG', 'Simulation')",Noita,9256,9,Overwhelmingly Positive,44759,"(22, 25, 3, 35, 32, 36)","(0, 3, 7, 5, 12)"
1934680,0,False,9995,World's Edge,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2024-09-04 00:00:00,"('Strategy',)",Age of Mythology: Retold,25879,8,Very Positive,8846,"(22, 0, 20, 21, 18, 24, 1, 25, 35, 32, 34, 36)","(2,)"
3164330,0,True,0,Infold Games,"('Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support')",2025-04-28 00:00:00,"('Action', 'Adventure', 'Casual', 'RPG', 'Simulation', 'Free To Play')",Infinity Nikki,5647,0,No user reviews,0,"(22, 0, 18, 1, 25, 4, 35)","(0, 3, 6, 5, 12, 1)"
1184370,0,False,11999,Owlcat Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Touch Only Option', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing')",2021-09-02 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG', 'Strategy')",Pathfinder: Wrath of the Righteous - Enhanced Edition,46724,8,Very Positive,17187,"(22, 25, 26, 2, 8, 29, 60, 9, 49, 10, 64, 32, 16, 36)","(0, 3, 7, 5, 2)"
2135150,0,False,18000,Lafrontier,"('Single-player', 'Multi-player', 'Steam Workshop', 'Family Sharing')",2024-11-01 00:00:00,"('Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access')",Elin,18239,9,Overwhelmingly Positive,3002,"(22, 0, 3, 36)","(7, 5, 12, 2, 15)"
3413340,0,True,0,QuDong,"('Steam Workshop', 'In-App Purchases')",2025-04-11 00:00:00,"('Indie', 'Free To Play', 'Utilities')",Wallpaper Play,2898,0,No user reviews,0,"(3, 4)","(7, 1, 11)"
1363080,0,False,19900,Slavic Magic,"('Single-player', 'Steam Achievements', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2024-04-26 00:00:00,"('Simulation', 'Strategy', 'Early Access')",Manor Lords,173178,8,Very Positive,34843,"(22, 25, 5, 6, 8, 29, 60, 49, 10, 32, 36)","(12, 2, 15)"
220,0,False,5750,Valve,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Includes Source SDK', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing', 'Steam Timeline')",2004-11-16 00:00:00,"('Action',)",Half-Life 2,64085,9,Overwhelmingly Positive,84092,"(22, 25, 26, 2, 51, 3, 6, 8, 29, 9, 49, 10, 31, 11, 32, 63, 52, 14, 15, 54, 36, 17)","(0,)"
673750,0,False,4150,Catobyte,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2023-05-16 00:00:00,"('Action', 'Indie')",Super Bunny Man,2641,8,Very Positive,1265,"(22, 0, 20, 21, 55, 18, 24, 56, 57, 26, 32, 14, 15, 16, 54, 36)","(0, 7)"
3052450,0,True,0,B.I.A.V. Studio,"('Single-player', 'Multi-player', 'PvP', 'In-App Purchases')",2024-08-01 00:00:00,"('RPG', 'Strategy', 'Free To Play')",Morimens,2633,0,No user reviews,0,"(22, 0, 20, 4)","(5, 2, 1)"
10180,0,False,19000,Infinity Ward,"('Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Family Sharing')",2009-11-11 00:00:00,"('Action',)",Call of Duty®: Modern Warfare® II,4407,8,Very Positive,16197,"(22, 0, 18, 25, 32, 12, 36)","(0,)"
10180,0,False,19000,Infinity Ward,"('Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Family Sharing')",2009-11-11 00:00:00,"('Action',)",Call of Duty: Modern Warfare 2 (2009),22614,8,Very Positive,16197,"(22, 0, 18, 25, 32, 12, 36)","(0,)"
201270,0,False,14300,CREATIVE ASSEMBLY,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Family Sharing')",2011-03-15 00:00:00,"('Strategy',)",Total War: SHOGUN 2,54115,8,Very Positive,20754,"(22, 0, 20, 21, 58, 18, 24, 53, 25, 2, 6, 8, 29, 9, 49, 10, 32, 12, 13, 36)","(2,)"
1256670,17,False,11500,ProjectMoon,"('Single-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing')",2021-08-10 00:00:00,"('Indie', 'RPG', 'Strategy')",Library Of Ruina,8015,9,Overwhelmingly Positive,11666,"(22, 25, 3, 35, 32, 15, 36)","(7, 5, 2)"
10500,0,False,15500,CREATIVE ASSEMBLY,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Stats', 'Family Sharing')",2009-03-04 00:00:00,"('Strategy',)",Total War: EMPIRE - Definitive Edition,27559,8,Very Positive,11819,"(22, 0, 20, 21, 58, 18, 24, 53, 25, 2, 6, 8, 29, 9, 49, 10, 13, 36)","(2,)"
1677740,0,True,0,Scopely,"('Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support')",2021-10-07 00:00:00,"('Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Racing', 'Free To Play')",Stumble Guys,43705,8,Very Positive,306,"(0, 20, 21, 1, 4, 35)","(0, 6, 7, 4, 13, 1)"
2349820,0,True,0,钢之直男工作室,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'In-App Purchases', 'Remote Play Together')",2023-05-17 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play')",Hero's Land,37249,0,No user reviews,0,"(0, 23, 20, 21, 25, 4, 54)","(0, 3, 4, 5, 1)"
363970,0,True,0,Playsaurus,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Camera Comfort', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Touch Only Option', 'Steam Cloud', 'Stats')",2015-05-13 00:00:00,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Free To Play')",Clicker Heroes,65882,8,Very Positive,302,"(22, 25, 2, 4, 6, 60, 9, 49, 64, 32, 13)","(3, 6, 7, 5, 12, 2, 1)"
787480,0,False,7227,"CAPCOM Co., Ltd.","('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Touch Only Option', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2019-04-09 00:00:00,"('Adventure',)",Phoenix Wright: Ace Attorney Trilogy,4724,9,Overwhelmingly Positive,9120,"(22, 25, 2, 6, 8, 30, 60, 9, 49, 10, 64, 35, 32, 14, 15, 36)","(3,)"
784150,0,False,19900,3Division,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2024-06-20 00:00:00,"('Simulation', 'Strategy')",Workers & Resources: Soviet Republic,8264,8,Very Positive,7550,"(22, 25, 2, 3, 35, 32, 34, 36)","(12, 2)"
2161700,17,False,49999,ATLUS,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2024-02-01 00:00:00,"('Adventure', 'RPG', 'Strategy')",Persona 3 Reload,45002,9,Overwhelmingly Positive,18514,"(22, 25, 26, 2, 32, 36)","(3, 5, 2)"
2742830,0,False,13000,Shiny Shoe,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Family Sharing')",2025-05-21 00:00:00,"('Indie', 'Strategy')",Monster Train 2,18503,9,Overwhelmingly Positive,3908,"(22, 25, 26, 2, 6, 8, 29, 30, 60, 9, 49, 32, 36)","(7, 2)"
2742830,0,False,13000,Shiny Shoe,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Family Sharing')",2025-05-21 00:00:00,"('Indie', 'Strategy')",Monster Train,14073,9,Overwhelmingly Positive,3908,"(22, 25, 26, 2, 6, 8, 29, 30, 60, 9, 49, 32, 36)","(7, 2)"
1129580,0,False,19500,Render Cube,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-09-23 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG', 'Simulation')",Medieval Dynasty,31057,8,Very Positive,17710,"(22, 0, 18, 24, 25, 26, 2, 32, 36)","(0, 3, 7, 5, 12)"
2103140,0,False,8800,Wave Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2024-11-01 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG')",Magicraft,18834,9,Overwhelmingly Positive,2926,"(22, 25, 26, 32, 36)","(0, 3, 7, 5)"
2289750,0,False,7400,Super Fantasy Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2025-10-24 00:00:00,"('RPG', 'Simulation', 'Strategy', 'Early Access')",Super Fantasy Kingdom,12672,8,Very Positive,1741,"(22, 25, 26, 2, 3, 32, 59, 36)","(5, 12, 2, 15)"
1063730,0,False,56000,Amazon Games,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Adjustable Text Size', 'Camera Comfort', 'Chat Speech-to-text', 'Chat Text-to-speech', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support')",2021-09-28 00:00:00,"('Action', 'Adventure', 'Massively Multiplayer', 'RPG')",New World: Aeternum,913634,5,Mixed,145145,"(0, 23, 20, 21, 18, 24, 25, 4, 5, 6, 27, 28, 7, 8, 30, 9, 49, 10, 31, 11, 35)","(0, 3, 4, 5)"
3024040,0,False,10500,Firefly Studios,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing')",2025-07-15 00:00:00,"('Simulation', 'Strategy')",Stronghold Crusader: Definitive Edition,16109,8,Very Positive,2541,"(22, 0, 20, 21, 18, 24, 25, 2, 3, 8, 29, 60, 9, 49, 32, 59, 34, 36)","(12, 2)"
2399420,0,False,38000,Studio 397,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'VR Supported', 'Partial Controller Support', 'Family Sharing')",2025-07-22 00:00:00,"('Racing', 'Simulation', 'Sports')",Le Mans Ultimate,8463,6,Mostly Positive,4193,"(22, 0, 20, 21, 48, 35, 36)","(13, 12, 14)"
4015610,0,True,0,Anton Weissberg,"('Single-player', 'Game demo')",2025-11-11 00:00:00,"('Casual', 'Simulation')",Campfire Harmony Demo,2003,0,No user reviews,0,"(22, 66)","(6, 12)"
686810,0,False,29499,Expression Games,"('Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing')",2021-07-27 00:00:00,"('Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy')",Hell Let Loose,21385,8,Very Positive,59367,"(0, 20, 21, 25, 35, 36)","(0, 7, 4, 12, 2)"
1594320,0,False,18000,MaFi Games,"('Single-player', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2022-05-31 00:00:00,"('Indie', 'Simulation', 'Strategy', 'Early Access')",Captain of Industry,11121,8,Very Positive,4251,"(22, 5, 6, 8, 29, 60, 9, 49, 10, 32, 34, 36)","(7, 12, 2, 15)"
