appid,name,type,required_age,is_free,detailed_description,price,developers,categories,release_date,genres
640820,Pathfinder: Kingmaker — Enhanced Plus Edition,game,0,False,,CLP$ 15.000,Owlcat Games,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","25 Sep, 2018","['Adventure', 'RPG']"
2066020,Soulstone Survivors,game,0,False,,CLP$ 8.300,Game Smithing Limited,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']","17 Jun, 2025","['Action', 'Indie', 'RPG']"
218240,Planetside 2: Elite Soldier Bundle,dlc,0,False,,Free,Daybreak Game Company,"['Multi-player', 'Downloadable Content']","25 Jun, 2014","['Action', 'Free To Play', 'Massively Multiplayer']"
3215050,Surviving Mars: Relaunched,game,0,False,,CLP$ 30.500,Haemimont Games,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Family Sharing']","10 Nov, 2025","['Simulation', 'Strategy']"
1084160,Jagged Alliance 3,game,0,False,,CLP$ 21.500,Haemimont Games,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","14 Jul, 2023","['Action', 'Strategy']"
2080690,Sunkenland,game,0,False,,CLP$ 10.500,Vector3 Studio,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","25 Aug, 2023","['Action', 'Indie', 'Early Access']"
1097150,Fall Guys,game,0,False,,Free,Mediatonic,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","3 Aug, 2020","['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Sports']"
1273400,Construction Simulator,game,0,False,,$17.99 USD,weltenbauer. Software Entwicklung GmbH,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Family Sharing']","20 Sep, 2022","['Casual', 'Simulation']"
740130,Tales of Arise,game,0,False,,CLP$ 25.499,Bandai Namco Studios Inc.,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","9 Sep, 2021","['Action', 'RPG']"
2753900,The King is Watching,game,0,False,,CLP$ 8.300,Hypnohead,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","21 Jul, 2025","['Indie', 'Strategy']"
3350200,Revenge on gold diggers ,game,0,False,,CLP$ 5.750,前方工作室,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","19 Jun, 2025","['Adventure', 'Indie', 'RPG', 'Strategy']"
3017860,DOOM: The Dark Ages,game,17,False,,$69.99,id Software,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Color Alternatives', 'Adjustable Difficulty', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","May 14, 2025",['Action']
403640,Dishonored 2,game,17,False,,CLP$ 20.900,Arkane Studios,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Color Alternatives', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","11 Nov, 2016",['Action']
1190340,SUPER PEOPLE,game,0,True,,Free,Wonder People,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']","8 Oct, 2022","['Action', 'Casual', 'Massively Multiplayer', 'Free To Play', 'Early Access']"
1277400,Monster Hunter Stories 2: Wings of Ruin,game,0,False,,$29.99 USD,"CAPCOM Co., Ltd.","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","8 Jul, 2021","['Adventure', 'RPG']"
242920,Banished,game,0,False,,CLP$ 9.500,Shining Rock Software LLC,"['Single-player', 'Steam Achievements', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","18 Feb, 2014","['Indie', 'Simulation', 'Strategy']"
1845910,Dragon Age™: The Veilguard,game,17,False,,CLP$ 53.900,BioWare,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Remote Play on TV', 'HDR available', 'Family Sharing']","31 Oct, 2024","['Action', 'Adventure', 'RPG', 'Strategy']"
858810,Dawn of Man,game,0,False,,CLP$ 13.000,Madruga Works,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Family Sharing']","1 Mar, 2019","['Indie', 'Simulation', 'Strategy']"
386940,Ultimate Chicken Horse,game,0,False,,CLP$ 8.000,Clever Endeavour Games,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","4 Mar, 2016","['Action', 'Casual', 'Indie']"
2849080,Kingdom Rush 5: Alliance TD,game,0,False,,CLP$ 10.500,Ironhide Game Studio,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","25 Jul, 2024","['Indie', 'Strategy']"
1172380,STAR WARS Jedi: Fallen Order™,game,0,False,,CDN$ 54.99,Respawn Entertainment,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']","14 Nov, 2019","['Action', 'Adventure']"
3017860,DOOM: The Dark Ages,game,17,False,,$69.99,id Software,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Color Alternatives', 'Adjustable Difficulty', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","May 14, 2025",['Action']
2167580,Summoners War: Chronicles,game,0,True,,Free,Com2uS,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']","9 Nov, 2022","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play']"
2162800,shapez 2,game,0,False,,CLP$ 8.450,tobspr Games,"['Single-player', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Subtitle Options', 'Steam Cloud', 'Family Sharing']","15 Aug, 2024","['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
2221490,Tom Clancy’s The Division® 2,game,17,False,,CLP$ 25.799,Ubisoft,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'HDR available']","12 Jan, 2023","['Action', 'Adventure', 'RPG']"
368260,Marvel's Midnight Suns,game,13,False,,CLP$ 48.990,Firaxis Games,"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Family Sharing']","1 Dec, 2022","['RPG', 'Strategy']"
1601580,Frostpunk 2,game,0,False,,CLP$ 21.500,11 bit studios,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Adjustable Text Size', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","20 Sep, 2024","['Simulation', 'Strategy']"
246620,Plague Inc: Evolved,game,0,False,,CLP$ 8.300,Ndemic Creations,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","18 Feb, 2016","['Casual', 'Indie', 'Simulation', 'Strategy']"
203140,Hitman: Absolution™,game,17,False,,CLP$ 13.800,Io-Interactive A/S,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","19 Nov, 2012",['Action']
617290,Remnant: From the Ashes,game,16,False,,"R$ 15,09",Gunfire Games,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","19 Aug, 2019","['Action', 'Adventure', 'RPG']"
1987080,Inside the Backrooms,game,0,False,,CLP$ 4.500,MrFatcat,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Workshop', 'Family Sharing']","20 Jun, 2022","['Adventure', 'Indie', 'Early Access']"
1230530,Atlas Fallen: Reign Of Sand,game,0,False,,$27.99 USD,Deck13,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","9 Aug, 2023","['Action', 'Adventure', 'RPG']"
80,Counter-Strike: Condition Zero,game,0,False,,"35,99zł",Valve,"['Single-player', 'Multi-player', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Valve Anti-Cheat enabled', 'Family Sharing']","1 Mar, 2004",['Action']
620,Portal 2,game,0,False,,CLP$ 5.750,Valve,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","18 Apr, 2011","['Action', 'Adventure']"
1235721,The Sims™ 4 Cats & Dogs,dlc,0,False,,RM139.00,Maxis,"['Single-player', 'Downloadable Content']","18 Jun, 2020","['Casual', 'Simulation']"
1449110,The Outer Worlds 2,game,0,False,,CLP$ 59.990,Obsidian Entertainment,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Stats', 'Family Sharing']","29 Oct, 2025","['Action', 'Adventure', 'RPG']"
1449110,The Outer Worlds 2,game,0,False,,CLP$ 59.990,Obsidian Entertainment,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Stats', 'Family Sharing']","29 Oct, 2025","['Action', 'Adventure', 'RPG']"
629760,MORDHAU,game,0,False,,CLP$ 15.500,Triternion,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet']","29 Apr, 2019","['Action', 'Indie']"
418460,Rising Storm 2: Vietnam,game,0,False,,CLP$ 600,Antimatter Games,"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Stats', 'Includes level editor', 'Family Sharing']","30 May, 2017","['Action', 'Massively Multiplayer', 'Simulation', 'Strategy']"
1171690,Wayfinder,game,0,False,,CLP$ 13.000,Airship Syndicate,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","21 Oct, 2024","['Action', 'Adventure', 'RPG']"
209000,Batman™: Arkham Origins,game,13,False,,CLP$ 13.999,WB Games Montreal,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","24 Oct, 2013","['Action', 'Adventure']"
1276390,Bloons TD Battles 2,game,0,True,,Free,Ninja Kiwi,"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","30 Nov, 2021","['Action', 'Casual', 'Indie', 'Strategy', 'Free To Play']"
3058630,Assetto Corsa EVO,game,0,False,,CLP$ 22.710,KUNOS Simulazioni,"['Single-player', 'VR Supported', 'Partial Controller Support', 'Family Sharing']","16 Jan, 2025","['Racing', 'Simulation', 'Sports', 'Early Access']"
447020,Farming Simulator 17,game,0,False,,CLP$ 7.700,GIANTS Software,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","24 Oct, 2016",['Simulation']
875210,Kingdom Heroes 8,game,0,False,,CLP$ 15.300,"USERJOY Technology Co.,Ltd.","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","12 Jan, 2021","['Action', 'RPG', 'Simulation', 'Strategy']"
204360,Castle Crashers®,game,0,False,,"R$ 24,99",The Behemoth,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Custom Volume Controls', 'Stereo Sound', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","26 Sep, 2012","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']"
200710,Torchlight II,game,0,False,,CLP$ 1.900,Runic Games,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","20 Sep, 2012","['Action', 'Adventure', 'Indie', 'RPG']"
367500,Dragon's Dogma: Dark Arisen,game,17,False,,CLP$ 3.504,Capcom,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","15 Jan, 2016","['Action', 'Adventure', 'RPG']"
736190,Chinese Parents,game,0,False,,CLP$ 4.400,墨鱼玩游戏,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","28 Sep, 2018","['Casual', 'Indie', 'RPG', 'Simulation']"
10180,Call of Duty®: Modern Warfare® 2 (2009),game,0,False,,CLP$ 14.250,Infinity Ward,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Family Sharing']","11 Nov, 2009",['Action']
619820,Heroes of Hammerwatch II,game,0,False,,CLP$ 11.000,Crackshell,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","14 Jan, 2025","['Action', 'Indie', 'RPG']"
1220010,Home Behind 2,game,0,False,,CLP$ 7.700,TPP Studio,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Remote Play on Tablet', 'Family Sharing']","16 Feb, 2022","['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1283700,SUPERVIVE,game,0,True,,Free,Theorycraft Games,"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","23 Jul, 2025","['Action', 'Free To Play']"
392110,ENDLESS™ Space 2,game,0,False,,CLP$ 18.300,AMPLITUDE Studios,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","18 May, 2017",['Strategy']
612880,Wolfenstein II: The New Colossus,game,17,False,,CLP$ 26.799,MachineGames,"['Single-player', 'Steam Achievements', 'Full controller support', 'Color Alternatives', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","26 Oct, 2017",['Action']
291650,Pillars of Eternity,game,0,False,,CLP$ 18.300,Obsidian Entertainment,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available', 'Remote Play on Tablet', 'Family Sharing']","26 Mar, 2015",['RPG']
1448440,Wo Long: Fallen Dynasty,game,16,False,,$19.97 USD,"KOEI TECMO GAMES CO., LTD.","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'HDR available', 'Family Sharing']","3 Mar, 2023","['Action', 'Adventure', 'RPG']"
1473480,A.V.A Global,game,0,True,,Free,Valiant,"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","23 Aug, 2022","['Action', 'Massively Multiplayer', 'Free To Play']"
1757300,Jump Space,game,0,False,,CLP$ 10.500,Keepsake Games,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","19 Sep, 2025","['Action', 'Adventure', 'Indie', 'Early Access']"
1124300,HUMANKIND™,game,0,False,,CLP$ 32.000,AMPLITUDE Studios,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","17 Aug, 2021",['Strategy']
3205720,Schedule I: Free Sample,demo,0,True,,Free,TVGS,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Game demo']","9 Dec, 2024","['Action', 'Indie', 'Simulation']"
2644470,PICO PARK 2,game,0,False,,S/.21.00,TECOPARK,"['Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","12 Sep, 2024","['Action', 'Casual']"
560130,Pillars of Eternity II: Deadfire,game,17,False,,CLP$ 18.500,Obsidian Entertainment,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","8 May, 2018",['RPG']
1254120,Bless Unleashed,game,0,True,,Free,VALOFE,"['Multi-player', 'MMO', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases']","6 Aug, 2021","['Action', 'Massively Multiplayer', 'RPG', 'Free To Play']"
1458140,Pacific Drive,game,0,False,,$14.99 USD,Ironwood Studios,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Family Sharing']","21 Feb, 2024","['Action', 'Adventure', 'Indie', 'Racing', 'Simulation']"
65980,Sid Meier's Civilization®: Beyond Earth™,game,0,False,,CLP$ 18.300,Firaxis Games,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","23 Oct, 2014",['Strategy']
859580,Imperator: Rome,game,0,False,,CLP$ 28.200,Paradox Development Studio,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']","25 Apr, 2019","['Simulation', 'Strategy']"
431240,Golf With Your Friends,game,0,False,,CLP$ 11.900,Blacklight Interactive,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing']","19 May, 2020","['Casual', 'Indie', 'Sports']"
780310,The Riftbreaker,game,0,False,,CLP$ 15.500,EXOR Studios,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on TV', 'Family Sharing']","14 Oct, 2021","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
1392860,Little Nightmares III,game,0,False,,CLP$ 30.499,Supermassive Games,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","9 Oct, 2025",['Adventure']
2028850,Bioshock Infinite: Columbia's Finest,dlc,17,False,,CLP$ 3.000,Irrational Games,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","25 Jun, 2013",['Action']
1265920,Life is Strange Remastered,game,0,False,,$9.59 USD,Deck Nine,"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","1 Feb, 2022","['Action', 'Adventure']"
3061810,Like a Dragon: Pirate Yakuza in Hawaii,game,17,False,,CLP$ 54.900,Ryu Ga Gotoku Studio,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","20 Feb, 2025","['Action', 'Adventure', 'RPG']"
712100,A Total War Saga: THRONES OF BRITANNIA,game,0,False,,CLP$ 19.000,CREATIVE ASSEMBLY,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Family Sharing']","2 May, 2018","['Action', 'Strategy']"
115300,Call of Duty®: Modern Warfare® 3 (2011),game,17,False,,CLP$ 19.000,Infinity Ward,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Family Sharing']","8 Nov, 2011",['Action']
1268750,Starship Troopers: Extermination,game,0,False,,CLP$ 15.500,Offworld,"['Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing']","10 Oct, 2024","['Action', 'Indie']"
550650,Black Squad,game,0,True,,Free,VALOFE,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","26 Jun, 2019","['Action', 'Free To Play']"
488790,South Park™: The Fractured But Whole™,game,17,False,,CLP$ 25.799,Ubisoft San Francisco,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Phone', 'Remote Play on Tablet']","16 Oct, 2017",['RPG']
1430190,Killing Floor 3,game,0,False,,CLP$ 19.000,Tripwire Interactive,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","24 Jul, 2025",['Action']
3146520,WEBFISHING,game,0,False,,CLP$ 3.000,lamedeveloper,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","11 Oct, 2024","['Casual', 'Indie', 'Massively Multiplayer']"
1272080,PAYDAY 3,game,17,False,,CLP$ 22.989,Starbreeze Studios,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","21 Sep, 2023","['Action', 'Adventure', 'RPG']"
476600,Call of Duty®: WWII,game,17,False,,CLP$ 18.810,Sledgehammer Games,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Remote Play on TV', 'Family Sharing']","2 Nov, 2017",['Action']
2791440,Brighter Shores,game,0,True,,Free,Fen Research Ltd,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']","6 Nov, 2024","['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Free To Play', 'Early Access']"
2417610,METAL GEAR SOLID Δ: SNAKE EATER,game,17,False,,CLP$ 50.000,KONAMI,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'HDR available', 'Family Sharing']","28 Aug, 2025","['Action', 'Adventure']"
204880,Sins of a Solar Empire®: Rebellion,game,0,False,,CLP$ 10.500,Ironclad Games Corporation,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","12 Jun, 2012","['Action', 'Indie', 'Simulation', 'Strategy']"
1430190,Killing Floor 3,game,0,False,,CLP$ 19.000,Tripwire Interactive,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Family Sharing']","24 Jul, 2025",['Action']
