appid,name,type,required_age,is_free,detailed_description,price,developers,categories,release_date,genres
1543030,Sword and Fairy 7,game,0,False,,CLP$ 18.800,软星科技(SoftStarlight),"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","21 Oct, 2021","['Action', 'Adventure', 'RPG']"
760160,Vampire: The Masquerade - Bloodhunt,game,18,True,,Free,Sharkmob AB,"['Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']","27 Apr, 2022","['Action', 'Free To Play']"
1961460,PROJECT: PLAYTIME,game,0,True,,Free,Mob Entertainment,"['Multi-player', 'Co-op', 'Online Co-op', 'In-App Purchases']","12 Dec, 2022","['Action', 'Indie', 'Free To Play', 'Early Access']"
1335830,Len's Island,game,0,False,,51.49 SR,Flow Studio,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","19 Jun, 2025","['Action', 'Adventure', 'Indie', 'RPG']"
427290,Vampyr,game,0,False,,CLP$ 26.990,DONTNOD Entertainment,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","4 Jun, 2018","['Action', 'RPG']"
692850,Bloodstained: Ritual of the Night,game,0,False,,CLP$ 22.590,ArtPlay,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","18 Jun, 2019","['Action', 'Adventure', 'RPG']"
1869590,Omega Strikers,game,0,True,,Free,Odyssey Interactive,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases', 'Partial Controller Support']","27 Apr, 2023","['Action', 'Strategy', 'Free To Play']"
747660,Five Nights at Freddy's: Security Breach,game,0,False,,$39.99 USD,Steel Wool Studios,"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","16 Dec, 2021","['Action', 'Adventure', 'Indie']"
24200,DC Universe™ Online,game,0,True,,Free,Dimensional Ink Games,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support']","2 Nov, 2011","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']"
1307550,Craftopia,game,0,False,,51.49 SR,Pocketpair,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']","4 Sep, 2020","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']"
2296990,We Were Here Expeditions: The FriendShip,game,0,False,,CLP$ 1.200,Total Mayhem Games,"['Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","14 Sep, 2023","['Adventure', 'Casual', 'Indie']"
2056900,Sim Racing Telemetry - F1 22,dlc,0,False,,CLP$ 4.200,UNAmedia,"['Downloadable Content', 'In-App Purchases']","5 Jul, 2022","['Racing', 'Simulation', 'Utilities']"
33930,Arma 2: Operation Arrowhead,game,17,False,,CLP$ 11.500,Bohemia Interactive,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Captions available', 'Partial Controller Support', 'Includes level editor']","29 Jun, 2010","['Action', 'Simulation', 'Strategy']"
206420,Saints Row IV: Re-Elected,game,17,False,,CLP$ 14.989,Deep Silver Volition,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","19 Aug, 2013","['Action', 'Adventure']"
680420,OUTRIDERS,game,17,False,,CLP$ 6.000,People Can Fly,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","1 Apr, 2021","['Action', 'Adventure', 'RPG']"
1496790,Gotham Knights,game,0,False,,CLP$ 38.999,Warner Bros. Games Montréal,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'HDR available', 'Family Sharing']","21 Oct, 2022","['Action', 'Adventure', 'RPG']"
898750,Super Robot Wars 30,game,0,False,,CLP$ 28.500,Bandai Namco Forge Digitals Inc.,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","27 Oct, 2021","['RPG', 'Simulation', 'Strategy']"
2334730,Death Must Die,game,0,False,,CLP$ 4.200,Realm Archive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","14 Nov, 2023","['Action', 'Casual', 'Indie', 'RPG', 'Early Access']"
2060280,Lost Judgment - The Kaito Files Story Expansion,dlc,0,False,,CLP$ 13.999,Ryu Ga Gotoku Studio,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","14 Sep, 2022","['Action', 'Adventure']"
606880,GreedFall,game,0,False,,CLP$ 24.990,Spiders,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","9 Sep, 2019",['RPG']
1416310,Sands of Salzaar Soundtrack,music,0,False,,CLP$ 2.400,汉家松鼠Han-Squirrel Studio,,"22 Sep, 2020",
1549970,Aliens: Fireteam Elite,game,17,False,,CLP$ 20.990,Cold Iron Studios,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","23 Aug, 2021","['Action', 'RPG']"
15620,"Warhammer 40,000: Dawn of War II - Anniversary Edition",game,17,False,,CLP$ 22.900,Relic Entertainment,"['Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","18 Feb, 2009",['Strategy']
3407390,ENDLESS™ Legend 2,game,0,False,,CLP$ 24.900,AMPLITUDE Studios,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","22 Sep, 2025","['RPG', 'Simulation', 'Strategy', 'Early Access']"
1253920,Rogue Legacy 2,game,0,False,,CLP$ 13.000,Cellar Door Games,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']","28 Apr, 2022","['Action', 'Adventure', 'Indie', 'RPG']"
2796010,Party Club,game,0,False,,CLP$ 8.800,Lucid11 Interactive,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']","17 Mar, 2025","['Action', 'Casual', 'Simulation']"
437350,Call of Duty: Black Ops III - Multiplayer Starter Pack,game,17,False,,CLP$ 14.250,Treyarch,"['Multi-player', 'Full controller support', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Family Sharing']",,"['Action', 'Adventure']"
1566690,Outpost: Infinity Siege,game,0,False,,CLP$ 13.000,Team Ranger,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","26 Mar, 2024","['Action', 'Strategy']"
3282390,Love is All Around 2,game,0,False,,CLP$ 5.750,intiny,"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']","16 Jul, 2025","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']"
2510960,Temtem: Swarm,game,0,False,,CLP$ 5.750,Crema,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing', 'Steam Timeline']","13 Nov, 2024","['Action', 'Casual', 'RPG', 'Early Access']"
313160,Farming Simulator 15,game,0,False,,CLP$ 5.700,Giants Software,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","30 Oct, 2014",['Simulation']
700600,Evil Genius 2: World Domination,game,0,False,,CLP$ 14.900,Rebellion,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","30 Mar, 2021","['Simulation', 'Strategy']"
2457220,Avowed,game,0,False,,CLP$ 69.990,Obsidian Entertainment,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']","18 Feb, 2025",['RPG']
823130,Totally Accurate Battlegrounds,game,0,True,,Free,Landfall,"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']","5 Jun, 2018","['Action', 'Indie', 'Free To Play']"
2786680,"Knowledge, or know Lady",game,0,False,,CLP$ 5.200,蒸汽满满工作室,"['Single-player', 'Steam Cloud', 'Family Sharing']","28 Mar, 2024","['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']"
690790,DiRT Rally 2.0,game,0,False,,CLP$ 9.500,Codemasters,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'VR Supported', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Family Sharing']","25 Feb, 2019","['Racing', 'Simulation', 'Sports']"
1660061,Sim Racing Telemetry - F1 2021,dlc,0,False,,CLP$ 4.200,UNAmedia,"['Downloadable Content', 'In-App Purchases']","16 Jul, 2021","['Racing', 'Simulation', 'Utilities']"
2824880,SHRIMP GAME,game,0,False,,Free,GasGod Games,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",Q1 2026,"['Action', 'Indie']"
1442670,Hamster Playground,game,0,True,,Free,Mass Creation,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Steam Cloud']","11 Jul, 2024","['Casual', 'Indie', 'Racing', 'Simulation', 'Free To Play']"
3716600,Mage Arena,game,0,False,,CLP$ 1.900,jrsjams,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Family Sharing']","24 Jul, 2025","['Action', 'Early Access']"
1251640,Sakuya Izayoi Gives You Advice And Dabs: Nitori Kawashiro Offers You Advice In Exchange For Cucumbers And Eats The Cucumbers,dlc,0,False,,CLP$ 620,Sigyaad Team,"['Single-player', 'Downloadable Content', 'Full controller support', 'Family Sharing']","10 Mar, 2020",['Casual']
1189630,Path Of Wuxia,game,0,False,,CLP$ 20.053,香港商河洛互動娛樂股份有限公司,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","14 Nov, 2022","['Indie', 'RPG']"
774861,Project Winter,game,0,False,,CLP$ 4.400,Other Ocean Interactive,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Family Sharing']","23 May, 2019","['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']"
2995920,It Takes Two Friend's Pass,game,0,False,,Free,Hazelight Studio,"['Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support']","25 May, 2021","['Action', 'Adventure', 'Indie']"
285190,"Warhammer 40,000: Dawn of War III",game,0,False,,CLP$ 35.000,Relic Entertainment,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Family Sharing']","27 Apr, 2017","['Action', 'Simulation', 'Strategy']"
292730,Call of Duty®: Infinite Warfare,game,17,False,,CLP$ 18.810,Infinity Ward,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Valve Anti-Cheat enabled', 'Remote Play on TV', 'Family Sharing']","3 Nov, 2016","['Action', 'Adventure']"
383180,Dead Island: Riptide Definitive Edition,game,17,False,,CLP$ 15.000,Techland,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Family Sharing']","31 May, 2016",['Action']
1928980,Nightingale,game,0,False,,CLP$ 15.500,Inflexion Games,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","20 Feb, 2024","['Action', 'Adventure', 'RPG', 'Early Access']"
858820,Tribes of Midgard,game,0,False,,CLP$ 8.700,Norsfell,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Color Alternatives', 'Custom Volume Controls', 'Save Anytime', 'Family Sharing']","27 Jul, 2021","['Action', 'Adventure', 'Indie', 'RPG']"
1337520,Risk of Rain Returns,game,0,False,,32.95 SR,Hopoo Games,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","8 Nov, 2023",['Action']
1034140,Subverse,game,0,False,,CLP$ 24.000,Studio FOW Interactive,"['Single-player', 'Family Sharing']","15 Nov, 2024","['Action', 'Adventure', 'Casual', 'RPG', 'Strategy']"
1810580,Nobody - The Turnaround,game,0,False,,Free,U.Ground Game Studio,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","16 Nov, 2022","['Simulation', 'Strategy', 'Early Access']"
48000,LIMBO,game,0,False,,CLP$ 5.750,Playdead,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Color Alternatives', 'Keyboard Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","2 Aug, 2011","['Action', 'Adventure', 'Indie']"
3013470,Bananametr,game,0,True,,Free,Banana Master,"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards']","22 Jun, 2024","['Casual', 'Free To Play']"
1074030,Melon Journey: Bittersweet Memories,game,0,False,,CLP$ 1.660,Froach Club,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","6 Apr, 2023","['Adventure', 'Casual']"
3047030,Tapple - Idle Clicker,game,0,True,,Free,Zeeno,"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play Together']","28 Jun, 2024","['Casual', 'Indie', 'Simulation', 'Strategy', 'Free To Play']"
2543510,GUNTOUCHABLES,game,0,False,,CLP$ 3.000,Game Swing,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","7 Aug, 2025","['Action', 'Indie']"
2444170,Backpack Battles Demo,demo,0,True,,Free,PlayWithFurcifer,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Game demo']","30 May, 2023",
882100,XCOM®: Chimera Squad,game,0,False,,CLP$ 16.990,Firaxis Games,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Remote Play on Tablet', 'Family Sharing']","23 Apr, 2020",['Strategy']
1672500,GUNDAM BREAKER 4,game,0,False,,CLP$ 42.499,"CRAFTS & MEISTER Co., Ltd.","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","28 Aug, 2024","['Action', 'RPG']"
704850,Thief Simulator,game,0,False,,CLP$ 10.500,Noble Muffins,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","9 Nov, 2018","['Action', 'Adventure', 'Indie', 'Simulation']"
2340650,古龙风云录,game,0,False,,CLP$ 15.500,香港商河洛互動娛樂股份有限公司,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","1 Feb, 2024","['Adventure', 'RPG', 'Strategy']"
3564860,Stellar Blade™ Demo,demo,17,True,,Free,SHIFT UP Corporation,"['Single-player', 'Game demo', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Stats', 'HDR available']","30 May, 2025","['Action', 'Adventure', 'RPG']"
383870,Firewatch,game,0,False,,CLP$ 10.500,Campo Santo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","9 Feb, 2016","['Adventure', 'Indie']"
903950,Last Oasis,game,0,False,,CLP$ 12.000,Donkey Crew,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","26 Mar, 2020","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']"
597820,,,,,,,,,,
1938010,,,,,,,,,,
368230,,,,,,,,,,
207140,,,,,,,,,,
1559390,,,,,,,,,,
1659040,,,,,,,,,,
424370,,,,,,,,,,
824550,,,,,,,,,,
1902960,Lost Records: Bloom & Rage,game,0.0,False,,A$ 60.01,DON'T NOD,"['Single-player', 'Steam Achievements', 'Full controller support', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Family Sharing']","18 Feb, 2025","['Adventure', 'Indie']"
223470,,,,,,,,,,
248140,,,,,,,,,,
746730,,,,,,,,,,
1675900,,,,,,,,,,
882790,,,,,,,,,,
1515950,,,,,,,,,,
2060130,,,,,,,,,,
232050,,,,,,,,,,
235540,Warhammer: End Times - Vermintide,game,0,False,,69.95 SR,Fatshark,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","23 Oct, 2015","['Action', 'Indie']"
2231770,,,,,,,,,,
201790,,,,,,,,,,
249050,,,,,,,,,,
1755910,,,,,,,,,,
24240,PAYDAY™ The Heist,game,18,False,,$14.99 USD,OVERKILL - a Starbreeze Studio.,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Stereo Sound', 'Steam Cloud', 'Stats', 'Family Sharing']","20 Oct, 2011",['Action']
238010,Deus Ex: Human Revolution - Director's Cut,game,0,False,,75.00 SR,Eidos Montreal,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Commentary available', 'Remote Play on Tablet', 'Family Sharing']","25 Oct, 2013","['Action', 'RPG']"
312670,,,,,,,,,,
1213740,,,,,,,,,,
1880330,,,,,,,,,,
2343650,,,,,,,,,,
934700,Dead Island 2,game,18,False,,CDN$ 68.99,Dambuster Studios,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Stereo Sound', 'Subtitle Options', 'Steam Cloud', 'Family Sharing']","22 Apr, 2024","['Action', 'Adventure']"
324800,,,,,,,,,,
391720,,,,,,,,,,
219640,Chivalry: Medieval Warfare,game,0,False,,$12.49 USD,Torn Banner Studios,"['Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Remote Play on TV', 'Family Sharing']","16 Oct, 2012","['Action', 'Indie']"
226700,,,,,,,,,,
230230,,,,,,,,,,
2064870,,,,,,,,,,
491950,,,,,,,,,,
473690,,,,,,,,,,
1435990,,,,,,,,,,
234650,,,,,,,,,,
569610,,,,,,,,,,
1128000,,,,,,,,,,
1832640,,,,,,,,,,
911400,,,,,,,,,,
911400,,,,,,,,,,
308600,,,,,,,,,,
490220,,,,,,,,,,
511470,,,,,,,,,,
2674810,,,,,,,,,,
15700,,,,,,,,,,
383180,,,,,,,,,,
630,,,,,,,,,,
